Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
OO,6559,ASE,DEN,2,751,45,0
OO,6563,DEN,ASE,2,751,44,0
UA,386,DEN,BOS,2,751,226,0
OO,6432,DEN,AUS,2,754,128,0
UA,300,DEN,DSM,2,754,99,0
UA,534,DEN,BWI,2,754,201,0
UA,660,DEN,EWR,2,754,225,1
AA,1259,DFW,DEN,2,755,125,0
OO,6258,EGE,DEN,2,755,53,0
OO,6871,DEN,MOT,2,755,102,0
UA,908,DEN,ORD,2,755,143,0
WN,1185,SFO,DEN,2,755,150,1
WN,351,SAN,DEN,2,755,135,1
WN,3920,OKC,DEN,2,755,100,0
FL,642,MKE,DEN,2,756,156,0
UA,848,DEN,IAH,2,756,144,0
UA,558,DEN,TPA,2,759,203,0
F9,795,DEN,PDX,2,760,164,0
OO,4518,SLC,DEN,2,760,83,0
OO,6926,BOI,DEN,2,762,108,0
UA,20,DEN,TUL,2,764,97,0
UA,316,DEN,IAD,2,764,195,0
UA,598,DEN,MCI,2,764,97,1
F9,530,MDW,DEN,2,765,155,0
OO,6988,DEN,COS,2,765,35,1
WN,429,LAX,DEN,2,765,135,1
OO,6337,GJT,DEN,2,767,57,0
OO,6573,HDN,DEN,2,769,56,0
OO,6377,CPR,DEN,2,770,55,1
OO,6950,PHX,DEN,2,770,103,0
WN,1264,DEN,HOU,2,770,140,1
WN,759,ABQ,DEN,2,770,75,1
UA,270,DEN,MCO,2,772,205,1
OO,6527,MTJ,DEN,2,773,54,1
WN,3311,AUS,DEN,2,775,140,0
WN,484,PHX,DEN,2,775,105,1
UA,753,SFO,DEN,2,778,156,0
F9,260,DEN,SNA,2,780,140,1
OO,4621,DEN,SLC,2,780,90,0
OO,6700,LNK,DEN,2,780,92,0
WN,1167,PDX,DEN,2,780,145,1
WN,778,SJC,DEN,2,780,145,1
WN,842,DEN,MSP,2,780,120,1
UA,336,LAX,DEN,2,781,145,0
OO,6643,DEN,RAP,2,782,69,0
OO,7048,ICT,DEN,2,782,90,0
AS,672,SEA,DEN,2,785,155,1
CO,298,DEN,IAH,2,785,138,0
WN,174,SMF,DEN,2,785,140,1
WN,3138,DEN,SAN,2,785,145,1
WN,546,OMA,DEN,2,785,100,1
WN,899,OAK,DEN,2,785,140,1
OO,7050,GCC,DEN,2,788,92,1
DL,226,DEN,ATL,2,790,174,1
F9,413,DEN,LAX,2,790,142,0
F9,561,DEN,SAN,2,790,137,1
F9,857,DEN,PHX,2,790,108,0
WN,368,PHL,DEN,2,790,280,0
WN,705,TUL,DEN,2,790,110,0
OO,6541,BIS,DEN,2,791,102,0
OO,6735,MSO,DEN,2,792,112,0
UA,247,LAS,DEN,2,792,114,0
AA,481,DEN,DFW,2,795,115,0
MQ,3003,DEN,LAX,2,795,150,0
US,488,PHX,DEN,2,795,109,1
WN,1594,RNO,DEN,2,795,130,1
OO,6718,XNA,DEN,2,796,123,0
F9,428,DEN,ATL,2,800,168,0
F9,777,DEN,LAS,2,800,112,0
UA,138,DEN,LGA,2,800,219,1
WN,2353,DEN,MCO,2,800,210,1
OO,6242,OMA,DEN,2,801,96,0
DL,2108,DEN,MSP,2,802,115,1
OO,6632,SGF,DEN,2,803,131,0
UA,408,SNA,DEN,2,804,139,0
F9,499,DEN,CAK,2,805,162,0
WN,1980,DEN,LAX,2,805,155,1
OO,6726,JAC,DEN,2,806,74,0
DL,1409,MSP,DEN,2,810,129,0
OO,6554,DEN,FAR,2,810,107,0
OO,6691,DEN,PIT,2,810,175,1
UA,758,DEN,ICT,2,810,82,0
WN,1057,LAS,DEN,2,810,115,1
WN,1071,DEN,SNA,2,810,150,1
OO,6603,DEN,ABQ,2,813,74,1
EV,5005,MEM,DEN,2,815,155,1
OO,6534,IDA,DEN,2,815,89,0
WN,1657,DEN,SLC,2,815,90,1
UA,212,GEG,DEN,2,816,129,0
OO,6937,DRO,DEN,2,817,60,0
UA,523,FSD,DEN,2,817,108,0
UA,735,OKC,DEN,2,818,106,0
OO,6649,DEN,RKS,2,820,76,0
UA,406,BIL,DEN,2,822,92,0
OO,6927,HLN,DEN,2,823,107,0
OO,6615,GTF,DEN,2,824,112,0
OO,6981,TUS,DEN,2,824,110,0
UA,160,DEN,OMA,2,824,88,0
UA,733,DEN,SFO,2,824,165,0
AA,1073,DFW,DEN,2,825,120,1
DL,1956,DEN,CVG,2,825,150,1
F9,727,DCA,DEN,2,825,237,0
OO,6626,PSP,DEN,2,825,122,1
WN,47,DEN,OKC,2,825,85,1
OO,6563,ASE,DEN,2,826,45,0
OO,6765,BZN,DEN,2,826,104,1
UA,452,DEN,IAD,2,826,198,1
OO,4604,SLC,DEN,2,830,83,0
OO,6823,DEN,ASE,2,830,44,0
UA,781,DEN,LAX,2,830,152,0
UA,940,DEN,ORD,2,830,149,1
UA,133,DEN,DFW,2,831,113,0
WN,3421,DEN,SFO,2,835,165,1
OO,6611,PHX,DEN,2,837,102,0
DL,1817,ATL,DEN,2,840,200,1
OO,6945,DEN,OKC,2,840,89,0
WN,370,DEN,PHL,2,840,220,1
WN,958,DEN,TUL,2,840,90,1
OO,6578,DEN,BIS,2,842,94,0
OO,6971,DEN,TUS,2,842,118,1
OO,6951,DEN,FSD,2,843,82,0
OO,6988,COS,DEN,2,844,40,0
WN,354,DEN,AUS,2,845,125,1
F9,135,DFW,DEN,2,847,120,0
F9,306,DEN,DTW,2,847,162,0
OO,6999,MAF,DEN,2,848,118,0
WN,1383,DEN,IND,2,850,140,1
WN,856,HOU,DEN,2,850,150,0
F9,107,MSP,DEN,2,851,124,0
OO,6646,DEN,BOI,2,854,123,1
CO,599,IAH,DEN,2,855,149,1
OO,6610,DEN,GJT,2,855,53,0
OO,6719,DEN,MSO,2,855,126,1
WN,546,DEN,SEA,2,855,185,1
OO,6856,DEN,CMH,2,859,156,0
CO,498,DEN,IAH,2,860,138,0
DL,1609,MSP,DEN,2,860,123,1
OO,6663,EUG,DEN,2,861,145,1
UA,748,LAX,DEN,2,861,141,0
OO,6616,DEN,DRO,2,862,62,0
UA,356,SEA,DEN,2,863,157,1
AA,1970,DEN,DFW,2,865,115,0
F9,283,STL,DEN,2,865,140,0
F9,371,MKE,DEN,2,865,155,1
WN,705,DEN,OMA,2,865,80,0
OO,6570,HSV,DEN,2,869,178,0
FL,301,ATL,DEN,2,870,215,0
MQ,3765,DEN,ORD,2,870,150,0
WN,1022,BWI,DEN,2,870,255,1
WN,518,DEN,MCI,2,870,90,1
WN,59,PHX,DEN,2,870,110,0
OO,6675,FAT,DEN,2,872,134,0
UA,779,BOS,DEN,2,874,287,1
OO,6614,PSC,DEN,2,875,131,0
WN,759,DEN,MDW,2,875,135,1
UA,448,SMF,DEN,2,876,144,0
OO,6643,RAP,DEN,2,877,77,0
OO,6696,DEN,MTJ,2,877,55,0
UA,572,PDX,DEN,2,877,150,0
AA,789,ORD,DEN,2,880,155,0
F9,217,AUS,DEN,2,880,130,0
F9,231,BNA,DEN,2,880,173,1
OO,4511,DEN,SLC,2,880,89,0
OO,6762,SBA,DEN,2,880,142,1
UA,503,DEN,LAS,2,880,123,0
WN,2004,DEN,LAX,2,880,155,1
WN,2383,MCO,DEN,2,880,260,1
OO,6865,MLI,DEN,2,881,140,0
UA,716,ONT,DEN,2,882,132,0
UA,168,SJC,DEN,2,884,153,0
UA,453,BWI,DEN,2,884,251,1
CO,728,EWR,DEN,2,885,266,1
UA,726,OAK,DEN,2,885,149,0
WN,1624,SEA,DEN,2,885,160,1
OO,6639,DEN,BZN,2,887,109,1
UA,745,LGA,DEN,2,888,276,1
F9,652,SFO,DEN,2,890,147,1
OO,6956,RNO,DEN,2,890,134,1
WN,3311,DEN,BNA,2,890,145,1
FL,641,DEN,MKE,2,892,143,0
UA,923,IAD,DEN,2,892,242,1
F9,834,SEA,DEN,2,893,152,1
UA,354,SAN,DEN,2,894,141,0
F9,608,DEN,IND,2,895,139,0
UA,630,MSY,DEN,2,899,180,0
F9,226,DEN,MDW,2,900,135,0
F9,261,SNA,DEN,2,900,136,0
F9,575,DEN,SLC,2,900,83,0
OO,6579,DEN,ASE,2,900,44,0
OO,6628,BHM,DEN,2,900,190,1
US,73,DEN,PHX,2,900,112,0
WN,3503,MDW,DEN,2,900,165,1
WN,660,SLC,DEN,2,900,85,0
F9,387,FLL,DEN,2,902,264,1
UA,720,SFO,DEN,2,902,153,1
F9,796,PDX,DEN,2,904,143,1
F9,290,DEN,STL,2,905,115,0
F9,374,DEN,MKE,2,905,132,0
OO,6823,ASE,DEN,2,905,45,0
WN,1065,DEN,LAS,2,905,115,1
OO,6257,DEN,BOI,2,906,122,0
OO,6533,DEN,IDA,2,906,98,0
OO,6859,DEN,PDX,2,906,178,1
OO,7043,DEN,COS,2,906,33,1
F9,564,SAN,DEN,2,908,135,1
F9,144,DEN,HOU,2,910,139,1
UA,375,IAH,DEN,2,910,154,0
UA,909,ORD,DEN,2,910,170,0
WN,189,DEN,PHX,2,910,115,1
WN,2549,LAX,DEN,2,910,135,1
WN,587,LAS,DEN,2,910,110,0
F9,414,LAX,DEN,2,912,135,0
OO,6603,ABQ,DEN,2,913,76,1
OO,6507,DEN,SJC,2,914,156,0
OO,6560,DEN,GEG,2,914,146,0
F9,516,DEN,LGA,2,915,220,1
OO,6369,DEN,TUS,2,915,118,0
UA,230,LAS,DEN,2,915,117,0
WN,115,DEN,SLC,2,915,90,1
WN,1846,ONT,DEN,2,915,130,1
WN,2439,GEG,DEN,2,915,130,0
OO,6697,DEN,JAC,2,917,84,0
OO,6304,DEN,BIL,2,919,86,1
OO,6938,BUR,DEN,2,919,141,1
DL,1908,DEN,MSP,2,920,119,1
OO,4816,SLC,DEN,2,920,88,1
UA,523,DEN,PHX,2,920,117,1
OO,7027,DEN,SLC,2,921,85,0
OO,6882,DEN,SMF,2,922,151,0
UA,85,DEN,LAX,2,922,151,0
OO,6251,MSN,DEN,2,924,156,0
UA,405,DEN,SNA,2,924,147,0
OO,6760,DEN,PSC,2,925,152,0
WN,196,DEN,STL,2,925,120,1
UA,215,MCO,DEN,2,926,249,0
AA,2010,DEN,DFW,2,930,115,0
AA,2583,DFW,DEN,2,930,125,0
OO,6599,DEN,SEA,2,930,176,0
UA,735,DEN,SFO,2,930,165,1
F9,770,LAS,DEN,2,933,111,0
OO,6610,GJT,DEN,2,934,52,0
OO,6858,DEN,SAN,2,934,137,0
OO,6649,RKS,DEN,2,935,70,0
OO,6875,DEN,MSN,2,935,127,1
OO,6486,DEN,CPR,2,936,56,0
OO,6622,DEN,GJT,2,936,53,0
OO,6950,DEN,FSD,2,936,85,0
F9,858,PHX,DEN,2,938,107,0
UA,962,CMH,DEN,2,938,202,0
EV,5422,DEN,MEM,2,940,130,1
F9,843,MDW,DEN,2,940,157,0
OO,6916,DEN,ABQ,2,940,70,0
WN,993,PHX,DEN,2,940,105,1
F9,630,DEN,MSN,2,942,119,1
UA,723,DFW,DEN,2,942,128,0
UA,976,DEN,IAD,2,944,201,1
AA,521,MIA,DEN,2,945,265,0
WN,300,DEN,MSP,2,945,120,0
OO,6425,SAT,DEN,2,946,131,0
F9,100,DEN,MSP,2,947,113,1
OO,6871,MOT,DEN,2,948,97,0
F9,145,HOU,DEN,2,949,141,1
MQ,3045,DEN,LAX,2,950,150,1
OO,6479,PIT,DEN,2,950,229,1
OO,6616,DRO,DEN,2,950,60,0
UA,717,DEN,LAS,2,950,121,0
WN,3588,SAN,DEN,2,950,140,0
OO,6758,DEN,AUS,2,954,126,0
UA,329,DSM,DEN,2,954,125,0
DL,1311,DTW,DEN,2,955,194,1
F9,138,DEN,DFW,2,955,108,0
MQ,3012,LAX,DEN,2,955,145,0
MQ,3766,ORD,DEN,2,955,155,1
OO,4618,DEN,SLC,2,955,89,0
UA,938,DEN,ORD,2,955,144,0
US,490,PHX,DEN,2,955,105,1
DL,2016,DEN,ATL,2,960,173,1
OO,6262,DEN,LNK,2,960,78,0
WN,372,STL,DEN,2,960,150,0
WN,411,SFO,DEN,2,960,150,1
OO,6696,MTJ,DEN,2,961,54,0
UA,318,SFO,DEN,2,962,153,1
OO,6492,LIT,DEN,2,963,145,0
OO,6501,DEN,LIT,2,963,116,1
OO,6294,DEN,DRO,2,964,62,0
UA,829,TUL,DEN,2,964,116,0
OO,7043,COS,DEN,2,965,40,0
WN,591,IAD,DEN,2,965,240,1
WN,671,MDW,DEN,2,965,165,0
WN,856,DEN,SFO,2,965,165,0
DL,1410,DEN,DTW,2,966,169,1
F9,421,ATL,DEN,2,966,204,0
UA,948,LAX,DEN,2,966,144,1
OO,6388,DEN,CID,2,968,109,0
OO,6432,AUS,DEN,2,969,144,0
F9,799,DAY,DEN,2,970,184,1
OO,6993,DEN,RAP,2,970,62,0
UA,701,MCI,DEN,2,972,118,0
F9,626,DTW,DEN,2,974,191,1
OO,6459,DEN,DFW,2,974,111,0
OO,6621,DEN,MLI,2,974,113,0
DL,1317,ATL,DEN,2,975,205,0
OO,6579,ASE,DEN,2,975,48,0
OO,6441,DAY,DEN,2,978,186,0
UA,903,IAD,DEN,2,980,239,1
WN,368,DEN,OAK,2,980,165,1
WN,827,ABQ,DEN,2,980,80,0
OO,6877,DEN,SGF,2,982,97,0
OO,6754,DTW,DEN,2,984,200,0
UA,406,DEN,LGA,2,984,215,1
OO,6609,DEN,ASE,2,985,44,0
WN,1533,DEN,ABQ,2,985,70,1
WN,838,MCI,DEN,2,985,115,0
WN,962,MSP,DEN,2,985,135,1
OO,6971,TUS,DEN,2,986,110,1
OO,6996,CVG,DEN,2,986,194,0
F9,619,IND,DEN,2,988,167,0
OO,6928,DEN,FAR,2,989,107,0
F9,360,DEN,TPA,2,990,196,1
F9,720,DEN,DCA,2,990,193,1
F9,841,DEN,SEA,2,990,175,0
WN,429,DEN,MDW,2,990,145,1
WN,925,TUS,DEN,2,990,115,1
UA,407,ICT,DEN,2,992,95,0
F9,363,SDF,DEN,2,993,175,0
UA,377,PHX,DEN,2,994,110,0
F9,665,DEN,SFO,2,995,160,1
WN,1185,DEN,BWI,2,995,200,1
WN,804,BOI,DEN,2,995,110,0
UA,342,DEN,BOS,2,996,224,0
F9,371,DEN,LAX,2,1000,142,1
OO,6554,FAR,DEN,2,1003,122,0
OO,6646,BOI,DEN,2,1003,112,1
F9,787,DEN,LAS,2,1005,114,0
FL,308,DEN,ATL,2,1005,170,0
WN,2254,OAK,DEN,2,1005,140,0
UA,416,SLC,DEN,2,1006,86,1
OO,6719,MSO,DEN,2,1007,119,0
CO,1098,DEN,IAH,2,1008,137,0
WN,59,DEN,AMA,2,1010,70,1
UA,595,OMA,DEN,2,1012,104,0
OO,6622,GJT,DEN,2,1015,57,0
WN,1057,DEN,HOU,2,1015,140,1
OO,4704,SLC,DEN,2,1017,83,1
OO,6361,DEN,COS,2,1017,33,1
OO,6699,DEN,ELP,2,1017,102,1
OO,6951,FSD,DEN,2,1017,102,0
F9,449,PHL,DEN,2,1018,252,0
OO,6556,DEN,TUL,2,1018,89,0
CO,228,EWR,DEN,2,1019,270,1
OO,6665,COS,DEN,2,1019,40,1
OO,6945,OKC,DEN,2,1019,99,0
UA,941,ORD,DEN,2,1020,159,1
WN,1167,DEN,TPA,2,1020,205,1
WN,1594,DEN,BOS,2,1020,225,1
WN,174,DEN,FLL,2,1020,230,1
WN,660,DEN,MCO,2,1020,210,0
WN,778,DEN,RDU,2,1020,195,1
WN,899,DEN,BDL,2,1020,225,0
OO,6486,CPR,DEN,2,1021,55,0
F9,671,MCO,DEN,2,1022,239,0
OO,6578,BIS,DEN,2,1022,102,0
OO,6639,BZN,DEN,2,1022,104,0
DL,2009,MSP,DEN,2,1025,126,1
F9,580,SLC,DEN,2,1025,85,0
UA,742,SEA,DEN,2,1025,160,1
UA,525,EWR,DEN,2,1027,268,1
AA,580,DEN,ORD,2,1030,145,0
OO,6533,IDA,DEN,2,1030,89,0
WN,1013,AMA,DEN,2,1030,80,1
WN,2961,MCO,DEN,2,1030,255,0
OO,6304,BIL,DEN,2,1031,92,1
OO,6697,JAC,DEN,2,1032,73,0
UA,271,PHL,DEN,2,1032,263,1
F9,382,DEN,FLL,2,1035,224,1
OO,6605,DEN,BIS,2,1035,94,0
WN,1022,DEN,LAS,2,1035,115,1
AA,1028,DEN,DFW,2,1040,120,1
OO,4526,DEN,SLC,2,1040,90,1
WN,403,DEN,MCI,2,1040,95,1
UA,663,DCA,DEN,2,1044,247,1
DL,1417,ATL,DEN,2,1045,202,1
OO,6574,DEN,OKC,2,1045,89,0
OO,6916,ABQ,DEN,2,1045,74,0
UA,254,DEN,ORD,2,1045,144,0
WN,2010,MDW,DEN,2,1045,165,1
WN,2887,SNA,DEN,2,1045,135,1
OO,6507,SJC,DEN,2,1046,146,0
OO,6858,SAN,DEN,2,1046,134,0
OO,6882,SMF,DEN,2,1048,134,1
UA,218,SNA,DEN,2,1049,138,0
AA,2438,DFW,DEN,2,1050,125,0
CO,59,IAH,DEN,2,1050,153,1
F9,511,LGA,DEN,2,1050,270,1
OO,6636,DEN,CLE,2,1050,165,0
UA,937,IAD,DEN,2,1050,240,0
WN,2383,DEN,SAN,2,1050,150,1
OO,6456,DEN,ICT,2,1051,79,0
OO,6859,PDX,DEN,2,1052,149,1
UA,466,SFO,DEN,2,1053,147,0
AS,673,DEN,SEA,2,1055,180,0
UA,408,DEN,MCO,2,1055,212,0
WN,818,TPA,DEN,2,1055,250,1
OO,6572,DEN,ASE,2,1056,44,0
UA,336,DEN,DSM,2,1057,99,0
OO,6294,DRO,DEN,2,1059,63,0
OO,6993,RAP,DEN,2,1059,67,0
OO,6609,ASE,DEN,2,1060,48,0
OO,6954,DEN,SLC,2,1060,88,0
UA,235,DEN,LAX,2,1060,155,1
UA,828,DEN,EWR,2,1060,226,1
WN,420,AUS,DEN,2,1060,145,1
UA,340,DEN,PHL,2,1062,213,0
OO,6307,DEN,DTW,2,1063,162,0
OO,6926,DEN,ATL,2,1064,164,0
UA,409,LGA,DEN,2,1065,272,1
UA,703,LAS,DEN,2,1065,118,0
DL,2008,DEN,MSP,2,1070,117,0
F9,376,DEN,MKE,2,1070,133,1
UA,295,DEN,BWI,2,1070,198,1
WN,2463,SJC,DEN,2,1070,145,1
WN,895,BNA,DEN,2,1070,185,1
UA,593,BOS,DEN,2,1071,289,0
UA,737,DEN,SFO,2,1071,164,1
UA,247,DEN,MCI,2,1072,103,0
UA,753,DEN,LGA,2,1072,217,0
UA,317,DEN,IAD,2,1073,201,0
UA,630,DEN,LAS,2,1074,122,0
WN,1013,DEN,MDW,2,1075,135,0
WN,1108,FLL,DEN,2,1075,280,1
WN,1252,SAT,DEN,2,1075,145,0
WN,2278,MSY,DEN,2,1075,180,1
WN,838,DEN,PHX,2,1075,120,1
WN,993,DEN,IAD,2,1075,185,1
OO,7017,DEN,COS,2,1076,33,1
UA,706,PHX,DEN,2,1077,111,0
UA,423,MCO,DEN,2,1079,249,0
F9,707,RSW,DEN,2,1080,254,0
OO,6910,COS,DEN,2,1080,46,1
US,485,PHL,DEN,2,1080,265,0
WN,1163,OKC,DEN,2,1080,100,1
WN,3509,DEN,PHL,2,1080,210,1
UA,498,DEN,DFW,2,1082,119,0
F9,268,DEN,SNA,2,1085,143,1
MQ,3773,DEN,ORD,2,1085,135,1
UA,212,DEN,IAH,2,1085,143,1
WN,962,DEN,SLC,2,1085,90,1
F9,551,DEN,SAN,2,1088,141,1
F9,411,DEN,LAX,2,1090,147,0
F9,799,DEN,PDX,2,1090,165,1
F9,843,DEN,SEA,2,1090,177,1
WN,827,DEN,TUL,2,1090,90,0
F9,725,DCA,DEN,2,1095,239,1
F9,773,DEN,LAS,2,1095,118,1
OO,6351,DEN,RDM,2,1095,156,1
US,489,CLT,DEN,2,1095,235,1
WN,549,BOS,DEN,2,1095,300,1
WN,671,DEN,LAX,2,1095,160,0
OO,6999,DEN,BFL,2,1096,152,1
F9,788,LAS,DEN,2,1099,110,0
US,491,DEN,PHX,2,1100,117,1
WN,1514,LAX,DEN,2,1100,135,1
OO,6665,DEN,EUG,2,1101,171,0
OO,6677,DEN,FAT,2,1102,147,0
OO,6709,DEN,MRY,2,1102,160,0
WN,587,DEN,BWI,2,1105,200,0
WN,829,LAS,DEN,2,1105,115,0
OO,6906,DEN,BUR,2,1106,148,0
UA,364,LAX,DEN,2,1106,141,0
OO,6467,DEN,MFR,2,1107,170,1
OO,6565,DEN,TUS,2,1107,118,0
CO,529,DEN,EWR,2,1110,215,1
DL,167,JFK,DEN,2,1110,286,0
WN,2545,PHL,DEN,2,1110,275,1
WN,767,SMF,DEN,2,1110,140,1
OO,6468,MKE,DEN,2,1111,170,1
OO,6641,DEN,GJT,2,1112,53,0
UA,453,DEN,BOI,2,1112,126,1
OO,6865,DEN,FCA,2,1114,138,0
OO,6891,DEN,MSO,2,1114,126,0
AA,2513,DFW,DEN,2,1115,125,0
UA,387,MSP,DEN,2,1115,133,0
UA,465,TPA,DEN,2,1115,246,0
WN,2027,DTW,DEN,2,1115,200,1
WN,591,DEN,LAS,2,1115,120,1
OO,6425,DEN,BZN,2,1116,109,1
OO,6629,DEN,SBA,2,1116,151,1
OO,6683,DEN,SLC,2,1116,96,0
UA,375,DEN,SMF,2,1116,158,0
UA,9,BWI,DEN,2,1118,247,0
OO,6717,DEN,PSP,2,1119,135,0
F9,287,STL,DEN,2,1120,144,0
WN,1943,MSP,DEN,2,1120,135,1
WN,742,SLC,DEN,2,1120,80,0
UA,779,DEN,LAS,2,1124,121,0
F9,412,LAX,DEN,2,1125,131,1
MQ,3029,LAX,DEN,2,1125,140,1
UA,125,IAD,DEN,2,1125,240,0
UA,745,DEN,PDX,2,1125,177,0
F9,532,MDW,DEN,2,1130,157,0
WN,283,STL,DEN,2,1130,150,1
WN,864,BWI,DEN,2,1130,255,1
OO,6572,ASE,DEN,2,1132,48,0
UA,595,DEN,SFO,2,1134,168,0
AS,678,SEA,DEN,2,1135,154,1
DL,1808,DEN,MSP,2,1135,120,0
F9,427,ATL,DEN,2,1135,210,0
F9,498,CAK,DEN,2,1135,199,0
F9,662,SFO,DEN,2,1135,139,1
WN,1503,IND,DEN,2,1135,180,1
OO,7017,COS,DEN,2,1137,41,1
UA,390,IAH,DEN,2,1137,162,0
OO,6691,PIT,DEN,2,1138,229,0
F9,373,MKE,DEN,2,1139,153,0
F9,282,DEN,STL,2,1140,119,1
WN,1624,DEN,OMA,2,1140,80,1
WN,1846,DEN,BNA,2,1140,150,1
WN,2439,DEN,DTW,2,1140,175,1
WN,2549,DEN,IND,2,1140,145,1
WN,804,DEN,MCI,2,1140,95,1
WN,925,DEN,MSP,2,1140,120,1
WN,931,MCI,DEN,2,1140,115,0
OO,6624,CLE,DEN,2,1142,206,1
OO,6680,BOI,DEN,2,1142,108,1
OO,6225,DSM,DEN,2,1143,114,0
UA,253,ORD,DEN,2,1144,161,0
UA,283,DEN,GEG,2,1144,152,1
F9,426,DEN,ATL,2,1145,164,0
F9,491,DEN,CAK,2,1145,166,1
F9,848,SEA,DEN,2,1145,147,0
OO,6577,DEN,COS,2,1145,35,0
UA,21,DEN,OAK,2,1145,168,0
UA,407,DEN,SEA,2,1145,183,0
WN,1202,MDW,DEN,2,1145,170,1
WN,1337,DEN,MSY,2,1145,155,1
UA,482,SFO,DEN,2,1146,146,1
OO,6699,ELP,DEN,2,1149,108,1
UA,296,DEN,RNO,2,1149,145,0
F9,147,HOU,DEN,2,1150,145,0
F9,197,DEN,DAY,2,1150,152,0
F9,612,DEN,IND,2,1150,140,0
F9,817,DEN,MCI,2,1150,93,0
F9,834,DEN,DTW,2,1150,162,1
OO,6875,MSN,DEN,2,1150,157,1
UA,939,DEN,SAN,2,1150,147,0
UA,962,DEN,SNA,2,1150,151,0
OO,6561,FSD,DEN,2,1151,103,0
UA,548,DEN,ONT,2,1152,145,0
UA,329,DEN,PHX,2,1154,119,0
OO,4442,DEN,SLC,2,1155,89,0
WN,1599,HOU,DEN,2,1155,155,1
WN,738,OMA,DEN,2,1155,100,1
F9,631,MSN,DEN,2,1156,144,1
AA,2382,DEN,DFW,2,1160,110,0
F9,115,MSP,DEN,2,1160,126,1
OO,6868,ABQ,DEN,2,1160,76,1
OO,7040,DEN,GCC,2,1160,89,1
WN,2194,PDX,DEN,2,1160,145,1
OO,6768,DEN,JAC,2,1162,88,0
F9,173,DFW,DEN,2,1163,119,0
OO,6388,CID,DEN,2,1163,133,0
AA,867,ORD,DEN,2,1165,160,0
OO,6501,LIT,DEN,2,1165,145,0
OO,6707,DEN,ASE,2,1165,47,1
WN,2470,SAN,DEN,2,1165,140,1
WN,3047,PHX,DEN,2,1165,105,1
OO,6758,AUS,DEN,2,1166,141,0
UA,437,DEN,MSY,2,1166,156,0
UA,723,DEN,SJC,2,1166,165,0
UA,748,DEN,ICT,2,1166,82,0
OO,6856,CMH,DEN,2,1167,203,0
OO,6711,DEN,PIA,2,1168,121,1
UA,815,OMA,DEN,2,1168,107,0
F9,624,DTW,DEN,2,1169,192,0
OO,6262,LNK,DEN,2,1169,89,0
OO,6492,DEN,COD,2,1169,81,1
OO,6725,SAT,DEN,2,1170,136,1
OO,6956,DEN,HSV,2,1170,146,0
UA,70,DEN,IAD,2,1170,198,0
WN,2617,DEN,SAT,2,1170,130,1
WN,691,TUL,DEN,2,1170,105,1
OO,6729,DEN,XNA,2,1171,100,0
OO,6996,DEN,GUC,2,1172,46,0
OO,6929,DEN,DRO,2,1173,64,0
UA,356,DEN,SAT,2,1173,131,0
OO,6420,DEN,MAF,2,1174,96,1
OO,6637,MLI,DEN,2,1174,140,0
OO,6954,SLC,DEN,2,1174,88,0
UA,256,DEN,ORD,2,1174,144,0
OO,6728,DEN,MKE,2,1175,143,0
OO,6963,DEN,MOT,2,1175,102,0
WN,2010,DEN,SJC,2,1175,165,0
WN,3588,DEN,MDW,2,1175,135,0
OO,6459,DFW,DEN,2,1179,122,0
UA,765,DEN,LAX,2,1179,165,0
MQ,3013,DEN,LAX,2,1185,155,0
OO,6704,DEN,LNK,2,1185,78,0
WN,1252,DEN,SMF,2,1185,165,1
OO,6928,FAR,DEN,2,1187,122,0
UA,505,MCI,DEN,2,1190,115,0
US,493,PHX,DEN,2,1190,110,0
OO,6641,GJT,DEN,2,1192,54,0
F9,108,DEN,MSP,2,1195,110,0
F9,609,IND,DEN,2,1195,165,0
OO,6556,TUL,DEN,2,1195,110,0
WN,2961,DEN,PDX,2,1195,180,0
WN,411,DEN,AUS,2,1195,125,1
UA,462,LAX,DEN,2,1205,135,0
UA,959,ORD,DEN,2,1205,161,1
OO,6985,DEN,RAP,2,1206,70,1
F9,269,SNA,DEN,2,1208,127,0
F9,552,SAN,DEN,2,1210,130,0
OO,4870,SLC,DEN,2,1210,83,0
WN,916,DEN,HOU,2,1210,140,1
OO,6535,DEN,COS,2,1215,35,0
OO,6605,BIS,DEN,2,1215,102,0
OO,6754,DEN,ASE,2,1215,47,0
OO,6456,ICT,DEN,2,1216,94,0
F9,402,LAX,DEN,2,1220,131,0
UA,572,DEN,OMA,2,1220,89,0
WN,2290,LAS,DEN,2,1220,110,1
WN,905,DEN,OKC,2,1220,85,1
OO,6855,DEN,LIT,2,1221,116,0
OO,6869,DEN,GJT,2,1224,53,0
WN,742,DEN,STL,2,1225,120,0
UA,141,DEN,IAH,2,1228,137,0
UA,230,DEN,DSM,2,1228,106,0
UA,318,DEN,TUL,2,1228,97,0
UA,338,DEN,DFW,2,1228,119,0
UA,724,DEN,MCI,2,1228,102,0
UA,726,DEN,MSP,2,1228,121,1
WN,1503,DEN,LAX,2,1230,155,1
WN,1943,DEN,TUS,2,1230,115,1
WN,2027,DEN,GEG,2,1230,150,1
WN,738,DEN,SEA,2,1230,190,1
WN,895,DEN,ONT,2,1230,140,1
